linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
0	118213.055	118214.022	0	correct	2	1
0	118213.055	118214.022	1	correct	2	1
0	118213.055	118214.022	2	correct	2	1
0	118213.055	118214.022	3	correct	2	1
0	118213.055	118214.022	4	correct	2	1
0	118213.055	118214.022	0	correct	3	1
0	118213.055	118214.022	1	correct	3	1
0	118213.055	118214.022	2	correct	3	1
0	118213.055	118214.022	3	correct	3	1
0	118213.055	118214.022	4	correct	3	1
3	118213.055	118214.022	0	false negative	4	2
3	118213.055	118214.022	1	false negative	4	2
3	118213.055	118214.022	2	false negative	4	2
3	118213.055	118214.022	3	false negative	4	2
3	118213.055	118214.022	4	false negative	4	2
3	118213.055	118214.022	0	false negative	5	2
3	118213.055	118214.022	1	false negative	5	2
3	118213.055	118214.022	2	false negative	5	2
3	118213.055	118214.022	3	false negative	5	2
3	118213.055	118214.022	4	false negative	5	2
