linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
0	118207.607	118211.434	0	correct	2	1
0	118213.055	118214.022	0	correct	2	1
0	118214.653	118215.916	0	correct	2	1
0	118216.57	118220.883	0	correct	2	1
0	118222.047	118228.604	0	correct	2	1
0	118207.607	118211.434	1	correct	2	1
0	118213.055	118214.022	1	correct	2	1
0	118214.653	118215.916	1	correct	2	1
0	118216.57	118220.883	1	correct	2	1
0	118222.047	118228.604	1	correct	2	1
0	118207.607	118211.434	2	correct	2	1
0	118213.055	118214.022	2	correct	2	1
0	118214.653	118215.916	2	correct	2	1
0	118216.57	118220.883	2	correct	2	1
0	118222.047	118228.604	2	correct	2	1
0	118207.607	118211.434	3	correct	2	1
0	118213.055	118214.022	3	correct	2	1
0	118214.653	118215.916	3	correct	2	1
0	118216.57	118220.883	3	correct	2	1
0	118222.047	118228.604	3	correct	2	1
1	118207.607	118211.434	4	false positive	2	3
1	118213.055	118214.022	4	false positive	2	3
1	118214.653	118215.916	4	false positive	2	3
1	118216.57	118220.883	4	false positive	2	3
0	118222.047	118228.604	4	correct	2	1
0	118207.607	118211.434	0	correct	3	1
0	118213.055	118214.022	0	correct	3	1
0	118214.653	118215.916	0	correct	3	1
0	118216.57	118220.883	0	correct	3	1
0	118222.047	118228.604	0	correct	3	1
0	118207.607	118211.434	1	correct	3	1
0	118213.055	118214.022	1	correct	3	1
0	118214.653	118215.916	1	correct	3	1
0	118216.57	118220.883	1	correct	3	1
0	118222.047	118228.604	1	correct	3	1
0	118207.607	118211.434	2	correct	3	1
0	118213.055	118214.022	2	correct	3	1
0	118214.653	118215.916	2	correct	3	1
0	118216.57	118220.883	2	correct	3	1
0	118222.047	118228.604	2	correct	3	1
1	118207.607	118211.434	3	false positive	3	3
1	118213.055	118214.022	3	false positive	3	3
1	118214.653	118215.916	3	false positive	3	3
1	118216.57	118220.883	3	false positive	3	3
0	118222.047	118228.604	3	correct	3	1
1	118207.607	118211.434	4	false positive	3	3
1	118213.055	118214.022	4	false positive	3	3
1	118214.653	118215.916	4	false positive	3	3
1	118216.57	118220.883	4	false positive	3	3
0	118222.047	118228.604	4	correct	3	1
3	118207.607	118211.434	0	false negative	4	2
3	118213.055	118214.022	0	false negative	4	2
3	118214.653	118215.916	0	false negative	4	2
3	118216.57	118220.883	0	false negative	4	2
0	118222.047	118228.604	0	correct	4	1
0	118207.607	118211.434	1	correct	4	1
3	118213.055	118214.022	1	false negative	4	2
3	118214.653	118215.916	1	false negative	4	2
0	118216.57	118220.883	1	correct	4	1
0	118222.047	118228.604	1	correct	4	1
0	118207.607	118211.434	2	correct	4	1
3	118213.055	118214.022	2	false negative	4	2
3	118214.653	118215.916	2	false negative	4	2
0	118216.57	118220.883	2	correct	4	1
0	118222.047	118228.604	2	correct	4	1
0	118207.607	118211.434	3	correct	4	1
3	118213.055	118214.022	3	false negative	4	2
3	118214.653	118215.916	3	false negative	4	2
0	118216.57	118220.883	3	correct	4	1
0	118222.047	118228.604	3	correct	4	1
0	118207.607	118211.434	4	correct	4	1
3	118213.055	118214.022	4	false negative	4	2
3	118214.653	118215.916	4	false negative	4	2
0	118216.57	118220.883	4	correct	4	1
0	118222.047	118228.604	4	correct	4	1
3	118207.607	118211.434	0	false negative	5	2
3	118213.055	118214.022	0	false negative	5	2
3	118214.653	118215.916	0	false negative	5	2
3	118216.57	118220.883	0	false negative	5	2
0	118222.047	118228.604	0	correct	5	1
3	118207.607	118211.434	1	false negative	5	2
3	118213.055	118214.022	1	false negative	5	2
3	118214.653	118215.916	1	false negative	5	2
3	118216.57	118220.883	1	false negative	5	2
0	118222.047	118228.604	1	correct	5	1
0	118207.607	118211.434	2	correct	5	1
3	118213.055	118214.022	2	false negative	5	2
3	118214.653	118215.916	2	false negative	5	2
0	118216.57	118220.883	2	correct	5	1
0	118222.047	118228.604	2	correct	5	1
0	118207.607	118211.434	3	correct	5	1
3	118213.055	118214.022	3	false negative	5	2
3	118214.653	118215.916	3	false negative	5	2
0	118216.57	118220.883	3	correct	5	1
0	118222.047	118228.604	3	correct	5	1
0	118207.607	118211.434	4	correct	5	1
3	118213.055	118214.022	4	false negative	5	2
3	118214.653	118215.916	4	false negative	5	2
0	118216.57	118220.883	4	correct	5	1
0	118222.047	118228.604	4	correct	5	1
