linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
0	118222.047	118228.604	0	correct	2	1
0	118222.047	118228.604	1	correct	2	1
0	118222.047	118228.604	2	correct	2	1
1	118222.047	118228.604	3	false positive	2	2
1	118222.047	118228.604	4	false positive	2	2
0	118222.047	118228.604	0	correct	3	1
0	118222.047	118228.604	1	correct	3	1
0	118222.047	118228.604	2	correct	3	1
0	118222.047	118228.604	3	correct	3	1
1	118222.047	118228.604	4	false positive	3	2
0	118222.047	118228.604	0	correct	4	1
1	118222.047	118228.604	1	false positive	4	2
1	118222.047	118228.604	2	false positive	4	2
1	118222.047	118228.604	3	false positive	4	2
1	118222.047	118228.604	4	false positive	4	2
0	118222.047	118228.604	0	correct	5	1
0	118222.047	118228.604	1	correct	5	1
1	118222.047	118228.604	2	false positive	5	2
1	118222.047	118228.604	3	false positive	5	2
1	118222.047	118228.604	4	false positive	5	2
